swing_cluster,0,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9
feature,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max
impactClubPath,-7.216481,44.98696899,-37.448677,44.312916,-25.371878,44.31618,-44.750164,42.661674,-44.99829,41.77724,-7.557964,44.99728012,-44.41724,37.20917892,-33.217945,44.747852,-44.993206,44.715534,-44.88528061,33.094841
impactHandFirst,-82.4038,13.44430447,-53.977116,56.664455,-82.75054169,19.38716507,-58.38505936,52.85613,-49.41497,89.49255,-89.38813,18.420584,-41.62522888,46.775837,-84.68789,19.76997,-72.43878,57.73278,-46.567177,82.6629
impactGripSpeed,0.18085065,10.857116,0.8483936,12.010171,1.882553816,12.88334465,0.011618882,9.838945389,0,11.06006718,0.13368495,12.554841,0.6318691,12.544786,0.26747927,14.03523922,0.021945436,8.833548,0.055003673,11.699134
downSwingShaftRotationMax,-4000,3014.512207,-1328.5366,3855.6099,-1700.7317,2052.561,-4000,2165,-1202.8049,3065.4878,-1183.414673,3995.7317,-1379.3903,3995.8538,-1430.7317,3903.171,-4000,3995.9756,-1585.9756,3993.5366
halfwaydownFaceAngleToVertical,-164.90509,179.1924,-28.13712,128.60982,-179.20206,57.586857,-172.14523,68.9425,-73.6730423,68.1118,-91.24356842,160.27956,-53.840202,91.73763275,-90.92466736,50.71712494,-173.61809,71.30974579,-75.44026947,79.957794
halfwaybackFaceAngleToVertical,-177.96385,178.9191437,-87.85213,125.64015,-176.52664,121.052826,-154.23044,120.201744,-121.20162,80.81208,-179.526,179.96684,-92.00233,101.38415,-179.5775,52.43450546,-155.6789398,172.06966,-151.72214,170.006012
topFaceAngleToHorizontal,-178.33766,178.61215,-177.41371,179.92056,-175.92126,179.7068,-179.99742,116.12193,-173.66011,179.80109,-171.253418,163.3360596,-178.05127,177.3275299,-153.21906,179.99788,-179.91177,124.47296,-173.49416,179.9563904
